OBJECTID,GEOID_20,Land Acres,Water Acres,Census Tract Number,Census Block Group,Census Tract and Block Group,Block Group Name,Census Tract Label,Council District,Comprehensive Plan Growth Area,Comprehensive Plan Area Name,ACS Vinatage,Total Population,Children under 5,Children under 18,Older Adults 65 and over,Median Age,Male,Female,Not Hispanic or Latino White alone,Not Hispanic or Latino Black or African American alone,Not Hispanic or Latino American Indian and Alaska Native alone,Not Hispanic or Latino Asian alone,Not Hispanic or Latino Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino Some Other Race alone,Not Hispanic or Latino Two or more races,Hispanic or Latino (of any race),People of Color,Total Households,Family Households (families),Nonfamily Households,Householder Living Alone,Less than a high school education,Bachelor degree or higher,Workers 16 years and over,Worked from home,Car truck or van - drove alone,Public Transportation (excluding taxicab),No Vehicles Available,Travel Time <15 Minutes,Travel Time 15-29 Minutes,Travel Time 30-44 Minutes,Travel Time 45-59 Minutes,Travel Time 60-89 Minutes,Travel Time 90+ Minutes,Total Housing Units,1-unit detached,Low Density Housing (1-unit att - 4 units),Medium Density Housing (5-49 units),High Density Housing (50+ units),Overcrowded Units (>1 occupants/room),No bedroom,1 bedroom,2 bedrooms,3 bedrooms,4 bedrooms,5 or more bedrooms,Population 18 years and Over,Population 18 years and Over with a Disability,Population Civilian Noninstitutionalized,Population without Health Insurance,Population 5 years and Over,Population Speaks a Language Other than English,Population Speaks English Less than Very Well,Households with Limited English,Spanish Limited English Speaking Households,Other Indo-European Languages Limited English Speaking Households,Asian and Pacific Island Languages Limited English Speaking Households,Other Languages Limited English Speaking Households,Owner Households,Renter Households,Gross Rent 30% or more of Household Income,Owner housing units with a mortgage where selected monthly onwer costs as a percentage of household income can be computed,Monthly Costs 30% or more of Household Income (owners with a mortgage),Population 25 years and Over,Household Population,Family Household Population,Owner Household Population,Renter Household Population,Meidan Gross Rent,Median Selected Monthly Owner Costs for Households with a Mortgage,Per Capita Income,Median Household Income,Median Earnings Males Worked full-time year-round,Median Earnings Females Worked full-time year-round,"Household Income $100,000 or more","Family Household Income $100,000 or more","Nonfamily Household Income $100,000 or more",Median Family Household Income,Median Nonfamily Household Income,Median Earnings All Workers,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations",Households with People under 18 years,Households with People 65 years and over,Working Age Adults to 64 Years,Group Quarters Population,Population 16 years and over,Population 16 years and over not in labor force,Population 16 years and over in civilian labor force,Population 16 years and over in civilian labor force unemployed,Population for whom poverty status is determined,People with Income to Poverty Ratio Under .50,People with Income to Poverty .50 to .99,People with Income to Poverty 1.00 to 1.24,People with Income to Poverty 1.25 to 1.49,People with Income to Poverty 1.50 to 1.84,People with Income to Poverty 1.85 to 1.99,People with Income to Poverty 2.00 and over,Families for whom poverty status is determined,Families with income in the past 12 months below poverty level,Married-couple family with related children of the householder under 18 years below poverty,Married-couple family without related children of the householder under 18 years below poverty,Single parents with related children of the householder under 18 years below poverty,Other family below poverty,Population 20 to 64 years for whom poverty status is determined,Population 20 to 64 years below poverty,Population 20 to 64 years below poverty employed,Population 20 to 64 years employed,Neighborhood Subtype,Council District Type,Urban Center Village Type,"Earnings $50,000 or More Male Workers","Earnings $50,000 or More Female Workers",Population 16 years and over with earnings,Males 16 years and over with earnings,Females 16 years and over with earnings,Shape__Area,Shape__Length
491,530330036022,33.27545779,0,3602,2,3602.2,Block Group 2,36.02,6,207,Green Lake,5Y23,1134,23,77,132,31.1,375,759,715,0,0,171,0,0,134,114,419,747,170,577,419,0,890,939,252,413,80,114,112,348,177,50,0,0,848,66,170,400,212,28,173,212,279,30,53,0,1057,23,1134,0,1111,158,14,0,0,0,0,0,247,500,140,174,25,1057,1134,409,418,716,1949,2478,95462,111213,106438,82443,436,154,282,241981,96793,80956,834,105,0,0,0,77,132,925,0,1111,172,939,0,1134,0,0,0,52,0,28,1054,170,0,0,0,0,0,925,0,0,887,Residential Urban Village,CD,UCUV,255,391,993,345,648,1449383.04821777,5932.41519879888
492,530330039002,100.01936268,0,3900,2,3900.2,Block Group 2,39,4,0,Outside Villages,5Y23,1180,34,264,294,48.5,668,512,798,0,0,214,0,0,103,65,382,425,350,75,68,0,769,419,176,205,0,17,72,112,59,0,0,0,442,442,0,0,0,0,0,0,43,122,201,59,916,80,1180,22,1146,275,75,19,0,0,19,0,391,34,23,226,46,897,1180,1090,1107,73,3500+,3155,71464,184539,154167,119000,276,254,16,203203,-,82045,348,16,86,28,28,156,179,622,0,934,419,515,9,1180,6,17,0,37,7,123,990,350,0,0,0,0,0,618,13,7,459,Outside Villages,CD,UCUV,248,83,562,339,223,4356567.18429565,9230.33251871161
493,530330042022,83.47763423,0,4202,2,4202.2,Block Group 2,42.02,4,0,Outside Villages,5Y23,1767,131,365,190,43.2,916,851,1331,0,15,172,0,0,97,152,436,591,503,88,20,0,1108,1099,377,436,182,12,75,312,162,52,121,0,661,642,7,0,12,35,12,0,54,215,271,39,1402,8,1767,14,1636,97,14,0,0,0,0,0,533,58,4,445,135,1274,1767,1609,1597,170,3500+,3448,82622,201477,180404,84889,546,458,88,208224,185375,84354,951,107,57,9,11,205,126,1212,0,1446,311,1135,0,1767,14,0,13,0,0,0,1740,503,0,0,0,0,0,1123,14,0,1000,Outside Villages,CD,UCUV,431,368,1157,606,551,3636061.02319336,8847.76987535677
494,530330043022,17.81407407,0,4302,2,4302.2,Block Group 2,43.02,4,401,University District,5Y23,1973,0,48,2,21.5,1027,946,937,113,31,295,0,32,353,212,1036,528,105,423,202,11,189,755,62,195,60,285,246,275,141,13,12,6,627,44,14,528,41,90,202,89,112,48,68,9,1427,183,1973,251,1973,580,77,14,0,0,14,0,5,523,289,5,0,492,1461,406,19,1442,1493,-,16461,47632,50509,24697,30,0,30,-,46953,12367,276,179,251,26,42,39,0,1923,512,1929,1122,807,33,1471,568,162,151,0,231,42,317,105,39,0,0,39,0,1382,641,140,567,Urban Center,CD,UCUV,60,22,1271,681,590,775934.414886475,4617.23503293285
495,530330047023,14.93455505,0,4702,3,4702.3,Block Group 3,47.02,6,303,Ballard,5Y23,1408,0,13,16,33.2,636,772,984,0,0,284,0,0,41,99,424,985,72,913,579,0,910,1256,431,411,288,291,158,325,57,204,16,65,1210,46,0,443,721,76,511,276,185,0,13,0,1395,251,1408,14,1408,82,0,0,0,0,0,0,110,875,306,110,44,1223,1408,156,188,1220,2289,2923,108965,105759,123167,87630,501,72,429,250000+,88568,79312,990,44,94,22,106,13,16,1379,0,1395,81,1314,58,1408,199,14,0,0,0,0,1195,72,0,0,0,0,0,1379,213,74,1240,Hub Urban Village,CD,UCUV,474,557,1342,570,772,650515.745635986,3226.85923762048
496,530330048002,72.89188678,0,4800,2,4800.2,Block Group 2,48,6,0,Outside Villages,5Y23,1579,112,333,262,42.5,777,802,1004,19,0,349,0,0,191,16,575,734,359,375,274,11,996,910,281,272,64,15,133,261,188,47,0,0,734,381,195,158,0,0,31,131,253,195,72,52,1246,21,1579,0,1467,361,48,0,0,0,0,0,545,189,67,322,47,1246,1579,1090,1123,456,1963,4001,102399,127941,180225,127721,490,326,164,250000+,78750,106023,716,62,36,15,81,197,211,984,0,1315,372,943,33,1579,67,0,0,16,37,17,1442,359,0,0,0,0,0,984,15,0,898,Outside Villages,CD,UCUV,350,353,1015,449,566,3175001.95874023,7398.73252669753
497,530330052011,73.57266211,18.09256183,5201,1,5201.1,Block Group 1,52.01,4,0,Outside Villages,5Y23,1426,0,125,142,29.8,801,625,892,37,0,253,0,62,68,114,534,510,221,289,126,16,895,1034,591,229,69,8,83,146,176,17,21,0,510,233,165,112,0,31,21,92,176,156,45,20,1289,24,1426,78,1426,421,86,32,0,0,32,0,203,307,78,152,25,1129,1405,583,468,937,2366,4001,87685,196458,124353,75038,376,209,155,242063,114044,54732,812,109,75,27,28,88,112,1159,21,1329,181,1148,97,1414,74,64,20,0,46,48,1162,221,0,0,0,0,0,1133,127,41,981,Outside Villages,CD,UCUV,427,217,1123,648,475,3210174.78549194,9268.20079561705
498,530330052013,34.59524764,0,5201,3,5201.3,Block Group 3,52.01,4,401,University District,5Y23,987,0,0,63,26.7,400,587,415,96,17,397,0,0,45,17,572,727,199,528,496,0,407,770,86,332,267,316,11,366,162,64,23,58,876,69,11,382,414,98,342,243,61,23,15,43,987,116,987,13,987,319,65,24,0,15,9,0,120,607,458,67,49,645,987,423,184,803,1649,4001,51835,45156,91395,-,153,80,73,-,29659,45180,303,63,371,33,0,0,57,924,0,987,217,770,0,987,50,139,10,122,17,33,616,199,39,0,0,0,39,760,180,85,606,Urban Center,CD,UCUV,214,95,811,327,484,1506884.1875,4906.01218169654
499,530330054013,74.96880752,78.82933489,5401,3,5401.3,Block Group 3,54.01,4,302,Fremont,5Y23,1211,78,78,172,37.9,595,616,828,39,0,157,0,0,120,67,383,706,227,479,359,11,960,859,308,402,89,80,137,136,153,114,11,0,749,143,168,216,222,12,86,191,267,124,0,38,1133,93,1211,31,1133,126,55,47,0,0,47,0,450,256,93,354,47,1115,1137,534,844,293,2353,2767,141227,182778,175250,105957,533,215,318,250000+,112765,109856,731,14,89,14,11,78,113,961,74,1133,255,878,19,1211,30,78,0,7,6,12,1078,227,0,0,0,0,0,961,35,0,831,Hub Urban Village,CD,UCUV,456,382,905,483,422,3250603.44915771,11496.8147103958
500,530330054022,30.78760081,0,5402,2,5402.2,Block Group 2,54.02,4,302,Fremont,5Y23,1022,16,27,68,29.5,506,516,585,23,0,136,0,0,81,197,437,657,149,508,350,37,649,824,370,266,118,40,69,191,168,16,10,0,797,85,36,237,411,0,149,273,126,109,0,0,995,71,1022,11,1006,190,0,0,0,0,0,0,67,590,348,24,0,838,1022,316,144,878,2280,-,75204,78924,117125,74250,310,104,206,117266,74500,77936,665,28,91,21,19,31,39,927,0,1006,182,824,0,1022,49,65,50,0,0,17,841,149,12,0,0,12,0,910,103,49,824,Hub Urban Village,CD,UCUV,352,257,841,451,390,1341047.53250122,4994.4972570673
501,530330056005,124.94685937,0,5600,5,5600.5,Block Group 5,56,7,0,Outside Villages,5Y23,1092,99,286,219,42.3,549,543,991,0,0,65,0,0,0,36,101,433,282,151,102,0,570,591,344,144,91,0,0,189,58,0,0,0,433,407,26,0,0,0,0,0,123,158,99,53,806,36,1092,0,993,169,27,19,19,0,0,0,381,52,12,219,11,806,1092,889,947,145,-,4001,109221,250000+,175526,157094,318,231,87,250000+,-,155105,456,15,60,36,31,152,161,587,0,819,221,598,0,1092,0,0,22,0,0,0,1070,282,0,0,0,0,0,587,0,0,556,Outside Villages,CD,UCUV,341,216,647,354,293,5442428.4906311,10097.1433107357
502,530330059013,45.5217534,0,5901,3,5901.3,Block Group 3,59.01,7,0,Outside Villages,5Y23,1221,36,49,52,20.8,531,690,883,44,0,155,0,0,56,83,338,294,94,200,129,0,304,560,114,259,51,0,171,152,58,59,0,6,370,108,198,64,0,12,12,92,34,79,38,39,624,50,1221,12,1185,92,35,0,0,0,0,0,148,146,24,110,40,468,673,301,364,309,1275,3088,56163,151136,119543,77679,205,57,127,-,135915,16004,383,87,126,5,12,31,37,1120,548,1172,485,687,74,673,99,39,18,0,18,18,481,94,0,0,0,0,0,547,138,39,402,Outside Villages,CD,UCUV,194,100,837,363,474,1982818.75997925,7649.48644814471
503,530330053062,16.00081478,0,5306,2,5306.2,Block Group 2,53.06,4,401,University District,5Y23,1888,0,0,31,25.9,1071,817,646,72,60,850,0,0,125,135,1242,1026,269,757,558,18,606,754,264,126,219,552,113,196,160,21,0,0,1172,75,51,404,642,28,371,181,282,169,0,23,1888,211,1888,88,1888,744,235,89,0,0,89,0,152,874,417,0,0,1202,1888,802,152,1736,2071,-,36560,-,108896,72250,283,167,116,124229,-,34054,650,103,40,0,0,0,15,1857,0,1888,1076,812,19,1888,678,60,0,0,0,117,1033,269,19,0,0,0,19,1802,725,159,778,Urban Center,CD,UCUV,314,153,1152,712,440,696942.080230713,3738.00891412464
504,530330014004,231.40183461,52.72957028,1400,4,1400.4,Block Group 4,14,5,0,Outside Villages,5Y23,1367,67,345,201,41.6,639,728,1276,0,0,15,0,0,0,76,91,473,333,140,90,20,634,649,111,441,15,0,35,148,91,175,89,0,574,530,44,0,0,0,0,0,102,208,163,0,1022,142,1367,17,1300,70,10,0,0,0,0,0,428,45,45,259,42,975,1367,1061,1276,91,2266,3090,51756,128634,126500,102313,329,306,23,167566,62130,45714,331,34,84,36,185,166,157,821,0,1063,301,762,92,1367,76,0,0,35,41,16,1199,333,0,0,0,0,0,787,76,0,614,Outside Villages,CD,UCUV,214,119,686,406,280,9981961.80258179,21117.8874630208
505,530330016003,92.44212326,0,1600,3,1600.3,Block Group 3,16,6,103,Crown Hill,5Y23,1690,123,359,133,35.3,871,819,1363,29,0,131,0,0,101,66,327,764,367,397,188,12,912,1046,457,387,89,91,28,203,189,107,51,11,802,330,211,261,0,0,59,70,242,278,79,36,1331,188,1690,77,1567,213,7,0,0,0,0,0,442,322,94,376,108,1235,1690,1090,1103,587,2088,3473,80169,172917,145924,111591,550,314,236,218640,124219,103947,854,40,102,44,26,215,109,1198,0,1350,258,1092,26,1690,24,138,0,12,48,0,1468,367,25,13,0,12,0,1183,104,8,1023,Residential Urban Village,CD,UCUV,486,391,1130,570,560,4026495.88162231,9721.48881429851
506,530330018001,104.99606507,0,1800,1,1800.1,Block Group 1,18,5,101,Aurora-Licton Springs,5Y23,1855,83,285,178,29.3,1131,724,1197,0,0,422,0,0,114,122,658,676,263,413,179,0,833,1265,363,634,154,56,110,477,259,36,0,20,692,384,156,152,0,0,0,75,153,256,153,39,1570,29,1855,36,1772,533,25,0,0,0,0,0,369,307,83,290,127,1320,1846,879,999,847,2895,3531,77991,150446,94263,92818,459,223,217,250000+,100505,61171,781,112,217,56,99,151,126,1392,9,1583,318,1265,0,1855,137,22,52,18,17,0,1609,263,0,0,0,0,0,1339,106,20,1155,Residential Urban Village,CD,UCUV,496,381,1401,828,573,4573313.6257019,9447.37085381447
507,530330019001,102.40640067,0,1900,1,1900.1,Block Group 1,19,5,0,Outside Villages,5Y23,1546,26,221,224,43,843,703,1301,46,10,96,0,0,60,33,245,642,506,136,54,0,902,1043,346,516,71,0,124,346,212,6,9,0,658,539,56,63,0,0,0,35,146,234,118,109,1325,92,1546,0,1520,155,6,0,0,0,0,0,469,173,54,259,42,1234,1546,1264,1126,420,2673,2965,102156,164750,122885,83721,583,445,128,164167,212188,84219,753,83,182,18,7,185,142,1101,0,1379,318,1061,18,1546,39,15,43,30,8,0,1411,506,20,0,0,20,0,1092,35,7,953,Outside Villages,CD,UCUV,471,400,1142,581,561,4460507.01766968,9318.03039264333
508,530330044021,26.75508809,0,4402,1,4402.1,Block Group 1,44.02,4,401,University District,5Y23,1431,0,70,49,23,807,624,435,131,0,599,10,0,24,232,996,757,85,672,458,3,481,716,266,187,215,383,96,185,94,75,0,0,757,41,316,352,48,67,232,187,138,157,43,0,1361,94,1431,226,1431,892,137,16,0,0,16,0,37,720,401,19,19,587,1412,387,37,1375,1506,-,46223,44792,-,-,222,13,198,2500-,44924,32083,471,47,114,0,110,61,42,1312,19,1403,644,759,17,1431,498,81,68,42,87,50,605,85,46,0,0,46,0,1240,521,72,668,Urban Center,CD,UCUV,272,74,896,696,200,1165385.77893066,5355.64378970331
509,530330019002,120.32351768,0,1900,2,1900.2,Block Group 2,19,5,0,Outside Villages,5Y23,1225,86,260,262,37.2,647,578,788,23,0,264,0,0,72,78,437,421,276,145,87,9,733,707,308,267,76,0,0,202,128,37,25,7,421,415,6,0,0,0,0,31,68,145,108,69,965,54,1225,35,1139,189,20,0,0,0,0,0,371,50,24,301,55,940,1225,973,1118,107,2896,3635,80804,191023,104375,120078,332,252,80,232643,123281,104453,503,79,84,21,20,185,147,703,0,1017,301,716,9,1225,20,6,0,0,42,17,1140,276,7,0,7,0,0,686,9,0,637,Outside Villages,CD,UCUV,265,274,713,363,350,5240961.28515625,9295.16999449123
510,530330020003,94.82471335,7.08698234,2000,3,2000.3,Block Group 3,20,5,0,Outside Villages,5Y23,1051,31,208,162,40.7,481,570,843,15,0,109,0,0,63,21,208,454,257,197,144,0,555,588,169,237,100,41,70,213,51,75,10,0,536,398,42,34,62,15,36,54,96,173,50,45,843,82,1051,7,1020,132,45,0,0,0,0,0,275,179,65,209,50,701,1051,760,737,314,1583,3598,95054,165833,86964,97422,333,239,94,215391,-,78299,472,76,29,15,12,115,107,681,0,879,259,620,16,1051,7,22,10,14,15,0,983,257,0,0,0,0,0,677,29,0,582,Outside Villages,CD,UCUV,211,264,685,316,369,4438987.52078247,9961.27446844966
511,530330026002,93.54100089,6.96219413,2600,2,2600.2,Block Group 2,26,4,0,Outside Villages,5Y23,1608,124,414,175,43,635,973,1292,24,0,220,0,0,71,1,316,563,385,178,75,1,852,790,295,350,46,25,16,233,177,69,0,0,570,559,11,0,0,0,0,11,139,236,52,125,1194,142,1608,80,1484,229,62,0,0,0,0,0,415,148,93,199,50,1108,1603,1283,1177,426,1818,3135,72128,145625,179458,90417,351,305,46,179583,70132,79659,646,87,104,0,0,241,141,1019,5,1239,349,890,53,1608,71,38,20,0,144,33,1302,385,0,0,0,0,0,1019,93,23,798,Outside Villages,CD,UCUV,350,274,887,477,410,4377610.08816528,9265.16610857409
512,530330027003,77.95507605,0,2700,3,2700.3,Block Group 3,27,6,0,Outside Villages,5Y23,1073,57,167,136,51.8,520,553,653,0,0,225,0,0,123,72,420,541,359,182,130,17,702,478,211,145,70,24,85,31,55,76,20,0,554,373,72,109,0,0,0,150,184,109,81,17,906,113,1073,35,1016,306,17,0,0,0,0,0,425,116,63,283,54,906,1073,836,858,215,2058,3755,109996,220517,107933,118793,373,279,94,221791,-,117685,515,11,59,0,124,134,89,770,0,906,186,720,11,1073,35,46,0,0,32,58,902,359,0,0,0,0,0,770,64,14,709,Outside Villages,CD,UCUV,374,252,703,394,309,3395503.17507935,8248.82285409885
513,530330030004,80.26081637,0,3000,4,3000.4,Block Group 4,30,6,0,Outside Villages,5Y23,1540,55,263,98,39.3,768,772,1307,2,0,102,0,0,63,66,233,554,431,123,31,0,975,1026,363,425,142,16,170,198,165,108,22,0,554,477,40,37,0,19,19,16,115,263,124,17,1277,32,1540,0,1485,204,0,0,0,0,0,0,411,143,82,337,0,1128,1540,1267,1184,356,3500+,4001,95956,233472,172500,105735,447,397,50,250000+,-,72426,647,125,187,19,50,189,66,1179,0,1351,323,1028,0,1540,39,0,18,0,39,40,1404,431,0,0,0,0,0,1116,39,2,981,Outside Villages,CD,UCUV,427,229,1121,577,544,3495967.19500732,7997.6795470279
514,530330041012,153.8020961,276.04858786,4101,2,4101.2,Block Group 2,41.01,4,0,Outside Villages,5Y23,1731,58,376,516,51.6,929,802,1476,32,0,152,0,0,71,0,255,611,536,75,53,0,1201,707,259,324,21,39,80,213,106,49,0,0,634,634,0,0,0,0,0,0,54,181,310,66,1333,208,1709,0,1673,126,40,0,0,0,0,0,587,24,0,326,87,1269,1731,1580,1624,107,-,4001,182761,250000+,219680,250000+,572,536,36,250000+,-,218023,583,0,102,0,0,211,280,839,0,1380,673,685,0,1731,0,0,0,0,0,0,1731,536,0,0,0,0,0,776,0,0,528,Outside Villages,CD,UCUV,412,205,764,477,287,6060313.89044189,15218.7227684185
515,530330043023,25.25639395,0,4302,3,4302.3,Block Group 3,43.02,4,401,University District,5Y23,1324,14,14,73,21.9,594,730,823,79,0,225,9,0,75,113,501,501,29,472,326,0,257,612,221,181,43,255,120,174,55,23,19,0,571,45,113,326,87,47,262,48,104,50,37,0,1105,93,1324,101,1310,246,64,33,0,16,17,0,46,455,342,35,27,352,1119,121,123,996,1421,-,25496,33701,53111,55089,102,8,94,-,32990,16377,265,142,143,38,32,14,60,1237,205,1310,655,655,35,1119,366,129,55,144,120,0,305,29,0,0,0,0,0,1027,481,142,576,Urban Center,CD,UCUV,90,102,995,468,527,1100102.84014893,5255.46327309848
516,530330059021,65.57534354,0,5902,1,5902.1,Block Group 1,59.02,7,0,Outside Villages,5Y23,1654,80,255,91,30.6,935,719,1159,2,0,174,1,0,198,120,495,680,345,335,160,14,787,1172,466,179,205,25,117,456,92,25,0,16,680,346,130,204,0,0,91,84,95,289,110,11,1395,85,1650,32,1574,255,56,6,0,0,6,0,444,236,90,378,89,988,1647,910,1135,512,2243,4001,105033,181833,128125,192841,519,274,245,240809,148144,92542,804,112,208,54,0,184,52,1308,7,1437,181,1256,78,1650,100,28,0,0,30,19,1473,345,0,0,0,0,0,1306,127,97,1150,Outside Villages,CD,UCUV,555,383,1273,770,503,2856334.23699951,8731.93945498317
517,530330043011,85.11198922,0,4301,1,4301.1,Block Group 1,43.01,4,401,University District,5Y23,1374,65,208,88,21.4,713,661,531,77,171,425,7,0,65,98,843,391,159,232,133,7,273,656,88,188,233,129,68,318,96,73,6,7,549,66,68,222,193,20,95,72,89,24,76,35,903,45,1374,66,1309,556,54,0,0,0,0,0,60,331,180,33,15,461,1090,535,120,970,1651,4001,27577,61125,80673,59306,90,59,31,67019,54444,12282,337,117,156,11,62,84,64,1078,284,1177,401,776,93,1111,332,125,59,123,18,31,423,159,21,10,0,0,11,733,339,148,473,Urban Center,CD,UCUV,99,102,871,463,408,3707271.12567139,8787.38712519709
518,530330045002,97.65184602,0,4500,2,4500.2,Block Group 2,45,6,0,Outside Villages,5Y23,2190,128,430,186,35.2,1300,890,1607,12,0,232,0,34,246,59,583,695,438,257,93,0,1485,1431,658,434,153,27,143,274,253,99,4,0,702,619,83,0,0,21,0,22,146,336,144,47,1760,92,2190,115,2062,221,39,10,0,0,10,0,494,201,32,364,144,1691,2190,1303,1314,876,3500+,4001,75620,201326,107969,90799,530,341,189,209167,195163,64222,905,209,123,205,4,257,132,1574,0,1785,277,1508,62,2190,86,16,0,70,8,28,1982,438,11,11,0,0,0,1574,88,22,1380,Outside Villages,CD,UCUV,597,268,1492,931,561,4253446.03860474,8885.68305324176
519,530330051003,59.87783476,0,5100,3,5100.3,Block Group 3,51,4,0,Outside Villages,5Y23,1015,73,187,127,39.6,473,542,905,0,0,0,7,0,34,69,110,444,259,185,153,0,623,629,302,154,39,7,105,64,133,15,10,0,486,300,118,68,0,12,0,52,137,119,113,23,828,41,1015,11,942,59,0,0,0,0,0,0,293,151,70,166,77,786,1015,753,766,249,1680,4001,97267,150357,117500,109297,316,220,96,192440,-,94861,485,108,62,0,0,105,77,701,0,828,163,665,10,1015,22,77,0,7,7,0,902,259,7,0,0,7,0,692,92,82,628,Outside Villages,CD,UCUV,246,228,685,350,335,2608140.43981934,6489.88438183569
520,530330056004,111.41561578,0,5600,4,5600.4,Block Group 4,56,6,0,Outside Villages,5Y23,1828,234,643,208,39.4,1010,818,1197,185,0,196,0,80,84,86,631,540,508,32,10,0,1126,957,530,362,7,0,63,145,168,51,0,0,540,540,0,0,0,0,0,0,150,219,152,19,1185,53,1828,15,1594,298,16,0,0,0,0,0,473,67,0,354,14,1185,1828,1763,1652,176,3500+,4001,96420,250000+,173162,106316,516,494,22,250000+,-,120152,724,52,127,0,68,361,120,977,0,1193,222,971,0,1828,28,16,0,0,0,0,1784,508,14,0,14,0,0,977,30,16,881,Outside Villages,CD,UCUV,522,365,986,556,430,4852965.17266846,10160.4367223918
521,530330058032,108.66730972,0,5803,2,5803.2,Block Group 2,58.03,7,0,Outside Villages,5Y23,1490,73,203,190,36.2,740,750,1314,11,0,49,0,0,46,70,176,738,365,373,205,42,1054,979,478,323,143,41,29,243,106,56,67,0,811,311,166,334,0,0,36,73,307,198,113,11,1275,165,1478,59,1417,207,0,0,0,0,0,0,325,413,138,212,17,1287,1469,918,708,761,2517,4001,100147,147941,117969,95104,470,289,181,250000+,94276,92222,679,48,233,19,0,141,110,1097,21,1287,240,1047,68,1478,96,0,11,0,16,0,1355,365,0,0,0,0,0,1097,88,30,930,Outside Villages,CD,UCUV,487,323,1064,545,519,4733313.8777771,12600.9822768876
522,530330068003,60.44840108,0,6800,3,6800.3,Block Group 3,68,7,106,Upper Queen Anne,5Y23,1027,6,117,201,42.8,470,557,777,9,0,103,0,0,108,30,250,599,209,390,299,0,756,572,229,206,86,123,39,154,65,62,23,0,599,220,93,108,178,11,31,264,88,102,85,29,910,59,1027,0,1021,120,46,0,0,0,0,0,216,383,133,132,9,877,1027,548,531,496,2100,2950,165002,183940,184440,99327,404,209,195,250000+,96250,115500,404,37,100,11,20,71,139,709,0,920,337,583,11,1027,62,21,12,0,50,0,882,209,0,0,0,0,0,699,63,10,551,Residential Urban Village,CD,UCUV,282,227,644,322,322,2632988.82955933,6845.25463850772
523,530330069002,78.71047721,0,6900,2,6900.2,Block Group 2,69,7,0,Outside Villages,5Y23,1895,284,578,207,32,1005,890,1347,19,0,250,0,72,98,109,548,590,357,233,52,34,993,1029,420,219,292,0,38,239,255,63,14,0,635,449,164,22,0,37,0,34,132,217,174,33,1317,59,1895,98,1611,165,37,0,0,0,0,0,443,147,0,284,32,1187,1895,1351,1518,377,3063,4001,115665,250000+,178221,112393,519,313,206,250000+,250000+,140551,675,38,283,14,19,252,128,1110,0,1332,303,1029,0,1895,31,0,0,0,29,0,1835,357,0,0,0,0,0,1110,31,0,999,Outside Villages,CD,UCUV,496,448,1058,567,491,3428465.4246521,9126.56519140629
524,530330070023,32.81312362,0,7002,3,7002.3,Block Group 3,70.02,7,412,Uptown,5Y23,1137,0,32,63,33.5,662,475,529,48,0,162,6,0,236,156,608,708,137,571,515,80,561,797,164,292,220,115,147,345,59,76,0,6,770,114,87,406,163,0,162,163,225,141,0,17,1105,166,1137,182,1137,268,19,0,0,0,0,0,137,571,274,113,32,953,967,297,215,752,1923,3383,81091,75341,88591,80234,304,137,167,166477,62384,75239,550,102,154,0,6,17,56,1042,170,1122,271,851,39,1137,218,69,15,0,38,6,791,137,0,0,0,0,0,939,177,56,748,Urban Center,CD,UCUV,434,218,888,552,336,1429271.14718628,5121.46696404562
525,530330072022,23.61857948,0,7202,2,7202.2,Block Group 2,72.02,7,413,Downtown,5Y23,276,0,12,75,50.7,145,131,191,10,0,34,12,0,0,29,85,156,95,61,61,0,172,111,25,29,0,41,57,0,0,0,29,0,248,33,0,53,162,29,53,12,91,0,0,0,264,90,276,0,276,12,0,0,0,0,0,0,103,53,24,103,57,264,254,193,172,82,-,4001,77080,-,-,-,78,66,12,-,-,0,25,24,33,0,29,0,53,189,22,264,106,158,47,264,35,0,58,0,0,0,171,95,0,0,0,0,0,189,35,0,78,Urban Center,CD,UCUV,25,45,158,78,80,1028789.47180176,4434.82584947907
526,530330077003,59.95592006,0,7700,3,7700.3,Block Group 3,77,3,0,Outside Villages,5Y23,1315,57,164,61,30.4,721,594,762,157,0,70,0,0,247,79,553,487,222,265,142,0,653,836,208,447,120,0,128,212,235,26,13,14,487,360,94,19,14,0,0,0,139,198,150,0,1151,128,1315,0,1258,33,7,0,0,0,0,0,312,175,54,238,61,767,1315,774,802,513,3500+,3063,81049,172052,121284,71518,364,161,161,171038,121094,71304,574,62,130,42,47,101,61,1090,0,1151,296,855,0,1315,162,92,0,0,7,0,1054,222,19,0,0,0,19,1035,214,117,800,Outside Villages,CD,UCUV,261,261,855,381,474,2611584.5854187,6606.45156096
